服务器id,玩家uid,操作项目,次数,总银币
212,222366296,普通洗练,4,15600
212,222366356,普通洗练,7,45500
212,222366455,普通洗练,7,45500
212,222366554,普通洗练,14,119600
212,222367620,普通洗练,17,66300
212,222367676,普通洗练,1,3900
212,222367710,普通洗练,2,7800
服务器id,玩家uid,操作项目,次数,总银币
211,221249571,普通洗练,9,50400
211,221249666,普通洗练,1,10400
211,221249823,普通洗练,2,20800
211,221250656,普通洗练,220,2147600
211,221250832,普通洗练,26,101400
211,221251416,普通洗练,18,117000
211,221251675,普通洗练,4,41600
211,221253422,普通洗练,8,52000
211,221259511,普通洗练,115,638300
211,221263076,普通洗练,19,74100
211,221266342,普通洗练,4,14000
211,221267669,普通洗练,8,31200
211,221278111,普通洗练,1,10400
211,221278328,普通洗练,27,175500
211,221290879,普通洗练,71,438100
211,221297341,普通洗练,2,20800
211,221298959,普通洗练,1,10400
211,221305823,普通洗练,7,72800
服务器id,玩家uid,操作项目,次数,总银币
208,218104098,普通洗练,5,32800
208,218104234,普通洗练,14,61100
208,218104406,普通洗练,7,14700
208,218104670,普通洗练,11,71500
208,218118149,普通洗练,7,27300
208,218120439,普通洗练,81,305900
208,218126280,普通洗练,25,260000
208,218130834,普通洗练,92,598000
208,218131123,普通洗练,23,154700
208,218133522,普通洗练,62,403000
208,218140097,普通洗练,38,241300
208,218140426,普通洗练,9,50400
208,218140746,普通洗练,4,29900
208,218143219,普通洗练,57,199500
208,218143672,普通洗练,1,10400
208,218145809,普通洗练,6,39000
208,218146194,普通洗练,36,350400
208,218147744,普通洗练,64,500500
208,218148492,普通洗练,123,479700
208,218153163,普通洗练,5,19500
208,218153292,普通洗练,140,546000
208,218153356,普通洗练,13,50700
208,218153380,普通洗练,12,46800
服务器id,玩家uid,操作项目,次数,总银币
207,217055463,普通洗练,1,10400
207,217060046,普通洗练,6,21000
207,217061644,普通洗练,4,41600
207,217062726,普通洗练,4,26000
207,217066384,普通洗练,9,35100
207,217079738,普通洗练,31,322400
207,217084650,普通洗练,1,6500
207,217087926,普通洗练,19,197600
207,217088318,普通洗练,26,101400
207,217088366,普通洗练,4,26000
服务器id,玩家uid,操作项目,次数,总银币
204,213910442,普通洗练,1,10400
204,213911901,普通洗练,10,21000
204,213917091,普通洗练,11,45400
204,213917437,普通洗练,14,29400
204,213917636,普通洗练,31,201500
204,213917658,普通洗练,11,71500
服务器id,玩家uid,操作项目,次数,总银币
203,212861138,普通洗练,45,220500
203,212862765,普通洗练,27,198900
203,212866692,普通洗练,11,114400
203,212868138,普通洗练,2,20800
203,212868423,普通洗练,12,124800
203,212869992,普通洗练,3,19500
203,212870561,普通洗练,14,78400
203,212875217,普通洗练,4,15600
203,212877320,普通洗练,8,71500
203,212883443,普通洗练,35,227500
203,212887363,普通洗练,3,11700
203,212890915,普通洗练,6,39000
203,212901596,普通洗练,1,6500
203,212904497,普通洗练,1,10400
203,212908729,普通洗练,13,135200
203,212915051,普通洗练,4,26000
203,212926087,普通洗练,19,123500
203,212926646,普通洗练,6,23400
203,212926653,普通洗练,22,62400
203,212926670,普通洗练,28,109200
203,212926671,普通洗练,17,66300
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
201,210764056,普通洗练,18,139100
201,210764324,普通洗练,62,340900
201,210764987,普通洗练,43,240800
201,210765356,普通洗练,48,268800
201,210767553,普通洗练,13,50700
201,210783347,普通洗练,92,322000
201,210783978,普通洗练,15,97500
201,210796437,普通洗练,2,20800
201,210797504,普通洗练,34,132600
201,210799172,普通洗练,1,3900
服务器id,玩家uid,操作项目,次数,总银币
200,209715995,普通洗练,17,176800
200,211813908,普通洗练,11,114400
200,220201002,普通洗练,16,89600
200,220201425,普通洗练,13,84500
200,220201487,普通洗练,11,114400
200,220201605,普通洗练,8,83200
200,220202648,普通洗练,4,14000
200,220205873,普通洗练,27,175500
服务器id,玩家uid,操作项目,次数,总银币
199,208666707,普通洗练,57,256100
199,208668665,普通洗练,20,78000
199,208671073,普通洗练,20,133900
199,208674062,普通洗练,7,45500
服务器id,玩家uid,操作项目,次数,总银币
198,207618433,普通洗练,15,97500
198,207618622,普通洗练,62,241800
198,207619684,普通洗练,20,208000
198,207620099,普通洗练,250,1540500
198,207621849,普通洗练,1,10400
198,207622940,普通洗练,1,10400
198,207631723,普通洗练,14,145600
198,207642561,普通洗练,6,54600
198,207642779,普通洗练,2,20800
198,207642801,普通洗练,2,20800
198,207644844,普通洗练,12,124800
198,207655795,普通洗练,8,52000
198,207680590,普通洗练,10,80600
198,207687236,普通洗练,8,52000
198,207687772,普通洗练,5,32500
198,207692015,普通洗练,5,52000
198,207696515,普通洗练,32,124800
198,207696537,普通洗练,44,336700
198,207697201,普通洗练,44,332800
198,207697309,普通洗练,12,57200
198,207697833,普通洗练,2,20800
198,207697919,普通洗练,6,28600
198,207698703,普通洗练,19,39900
198,207698770,普通洗练,73,284700
198,207698903,普通洗练,17,87100
198,207699656,普通洗练,35,136500
198,207699658,普通洗练,22,85800
198,207699678,普通洗练,3,6300
服务器id,玩家uid,操作项目,次数,总银币
197,206569539,普通洗练,14,62400
197,206569579,普通洗练,5,17500
197,206570891,普通洗练,20,208000
197,206572340,普通洗练,10,104000
197,206573631,普通洗练,2,11200
197,206590055,普通洗练,5,32500
197,206593732,普通洗练,11,48100
197,206602188,普通洗练,1,3900
197,206604363,普通洗练,2,7800
197,206605232,普通洗练,36,201600
197,206609155,普通洗练,28,291200
197,206619533,普通洗练,12,70200
197,206622037,普通洗练,38,247000
197,206622557,普通洗练,24,93600
197,206622569,普通洗练,13,57200
服务器id,玩家uid,操作项目,次数,总银币
195,204475247,普通洗练,84,873600
服务器id,玩家uid,操作项目,次数,总银币
196,205520907,普通洗练,51,198900
196,205521049,普通洗练,22,137800
196,205521263,普通洗练,6,62400
196,205521455,普通洗练,16,62400
196,205524390,普通洗练,1,10400
196,205531596,普通洗练,3,19500
196,205532972,普通洗练,1,3900
服务器id,玩家uid,操作项目,次数,总银币
194,203423745,普通洗练,131,677300
194,203423788,普通洗练,33,214500
194,203438400,普通洗练,4,26000
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
192,201326742,普通洗练,38,247000
192,201326762,普通洗练,18,187200
192,201326836,普通洗练,2,20800
192,201326891,普通洗练,8,41600
192,201327242,普通洗练,19,123500
192,201328540,普通洗练,8,44800
192,201334176,普通洗练,102,397800
192,201335837,普通洗练,93,362700
192,201339403,普通洗练,11,114400
192,201351330,普通洗练,19,152100
192,201352392,普通洗练,40,156000
192,201361485,普通洗练,3,11700
服务器id,玩家uid,操作项目,次数,总银币
191,200278176,普通洗练,1,10400
191,200279990,普通洗练,6,62400
191,200280062,普通洗练,4,41600
191,200281368,普通洗练,35,227500
191,200281524,普通洗练,17,110500
191,200287768,普通洗练,1,6500
191,200291248,普通洗练,83,539500
191,200291718,普通洗练,18,187200
191,200295981,普通洗练,18,100800
191,200296153,普通洗练,31,115500
191,200307300,普通洗练,11,49400
191,200312888,普通洗练,24,93600
191,200329250,普通洗练,65,253500
191,200329266,普通洗练,18,70200
191,200329269,普通洗练,25,97500
服务器id,玩家uid,操作项目,次数,总银币
190,199229931,普通洗练,29,162400
190,199233257,普通洗练,13,123500
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
188,197134466,普通洗练,78,507000
188,197134928,普通洗练,8,52000
188,197135853,普通洗练,68,707200
188,197136149,普通洗练,211,822900
188,197141087,普通洗练,171,1030900
188,197145434,普通洗练,2,13000
188,197149607,普通洗练,2,20800
188,197165884,普通洗练,60,299000
188,197166903,普通洗练,27,94500
188,197167122,普通洗练,19,197600
188,197168499,普通洗练,44,447200
188,197169212,普通洗练,39,219700
188,197172247,普通洗练,6,39000
188,197173684,普通洗练,39,152100
188,197174057,普通洗练,3,19500
188,197174224,普通洗练,40,179400
188,197174375,普通洗练,38,148200
188,197174454,普通洗练,77,300300
188,197174535,普通洗练,17,66300
188,197174536,普通洗练,51,198900
188,197174556,普通洗练,53,206700
服务器id,玩家uid,操作项目,次数,总银币
187,196083737,普通洗练,1,3900
187,196085363,普通洗练,12,78000
187,196086340,普通洗练,16,104000
187,196089311,普通洗练,43,288800
187,196091677,普通洗练,51,201600
187,196092178,普通洗练,10,39000
187,196092841,普通洗练,6,62400
187,196094030,普通洗练,46,179400
187,196094308,普通洗练,175,1398800
187,196095007,普通洗练,7,45500
187,196095708,普通洗练,10,104000
187,196096474,普通洗练,10,65000
服务器id,玩家uid,操作项目,次数,总银币
186,195038958,普通洗练,2,4200
186,195040048,普通洗练,2,11200
186,195041639,普通洗练,47,305500
186,198180943,普通洗练,62,347200
186,198181244,普通洗练,24,93600
186,198181331,普通洗练,73,759200
186,198181512,普通洗练,15,85200
186,198185895,普通洗练,568,3692000
186,198186245,普通洗练,25,162500
186,198189311,普通洗练,12,124800
186,198189530,普通洗练,38,148200
186,198189531,普通洗练,47,98700
服务器id,玩家uid,操作项目,次数,总银币
184,192939878,普通洗练,2,13000
184,192940948,普通洗练,6,62400
184,192941399,普通洗练,18,117000
184,192943525,普通洗练,14,145600
184,192948111,普通洗练,51,302900
184,192948238,普通洗练,118,770900
184,192958220,普通洗练,2,20800
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
182,190840948,普通洗练,9,50400
182,190848934,普通洗练,1,10400
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
180,188743691,普通洗练,3,19500
180,188743754,普通洗练,7,39200
180,188746309,普通洗练,21,81900
180,188747296,普通洗练,59,330400
180,188748672,普通洗练,1,3900
180,188760005,普通洗练,1,3900
180,188760243,普通洗练,14,54600
服务器id,玩家uid,操作项目,次数,总银币
185,193986671,普通洗练,3,11700
185,193990562,普通洗练,1,5600
185,193994124,普通洗练,12,78000
185,193994346,普通洗练,27,191100
185,193997813,普通洗练,19,197600
185,193998508,普通洗练,346,3598400
185,194001797,普通洗练,17,176800
185,194008824,普通洗练,3,31200
185,194034915,普通洗练,53,391300
185,194037642,普通洗练,10,104000
185,194037958,普通洗练,4,15600
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
175,183500928,普通洗练,35,364000
175,183500959,普通洗练,32,332800
175,183501498,普通洗练,9,50400
175,183501647,普通洗练,120,557400
175,183502427,普通洗练,26,270400
175,183503894,普通洗练,20,208000
175,183504674,普通洗练,24,249600
175,183506645,普通洗练,60,456300
175,183507316,普通洗练,6,62400
175,183508787,普通洗练,1,3900
175,183510755,普通洗练,56,582400
175,183511770,普通洗练,8,83200
175,183513688,普通洗练,27,151200
175,183517996,普通洗练,27,56700
175,183518319,普通洗练,20,208000
175,183519889,普通洗练,9,58500
175,183521707,普通洗练,3,23400
175,183522696,普通洗练,1,3900
服务器id,玩家uid,操作项目,次数,总银币
176,184551014,普通洗练,91,393900
176,184551484,普通洗练,12,78000
176,184551916,普通洗练,2,7800
176,184554084,普通洗练,32,332800
176,184554688,普通洗练,11,91000
176,184558653,普通洗练,152,988000
176,184575405,普通洗练,26,101400
176,184577725,普通洗练,96,537600
176,184579818,普通洗练,1,10400
176,184582518,普通洗练,54,278200
176,184584073,普通洗练,20,78000
176,184586735,普通洗练,11,114400
服务器id,玩家uid,操作项目,次数,总银币
174,182455673,普通洗练,15,52500
174,182458456,普通洗练,13,50700
174,182458458,普通洗练,43,167700
174,186647209,普通洗练,5,28000
174,186651253,普通洗练,94,526400
174,186655861,普通洗练,18,70200
174,186655862,普通洗练,36,104400
174,186655867,普通洗练,49,191100
174,189793255,普通洗练,33,301600
174,189794461,普通洗练,14,145600
174,189799521,普通洗练,17,176800
174,189799729,普通洗练,38,212800
服务器id,玩家uid,操作项目,次数,总银币
179,187695442,普通洗练,10,104000
179,187704503,普通洗练,16,56000
179,187724386,普通洗练,33,128700
179,187725258,普通洗练,11,71500
179,187727841,普通洗练,15,58500
服务器id,玩家uid,操作项目,次数,总银币
173,181403767,普通洗练,67,387500
173,181408511,普通洗练,88,492800
173,181414378,普通洗练,7,72800
服务器id,玩家uid,操作项目,次数,总银币
242,253755843,普通洗练,12,67200
242,253756456,普通洗练,16,104000
242,253757471,普通洗练,12,89700
242,253757693,普通洗练,9,93600
242,253758486,普通洗练,37,144300
242,253760448,普通洗练,15,58500
242,253760504,普通洗练,4,8400
服务器id,玩家uid,操作项目,次数,总银币
170,178258720,普通洗练,17,110500
170,178259099,普通洗练,24,134400
170,178273026,普通洗练,28,98000
170,178276622,普通洗练,40,416000
170,178277245,普通洗练,58,479700
170,178287077,普通洗练,5,52000
170,178287594,普通洗练,12,124800
170,178289554,普通洗练,15,58500
170,178290256,普通洗练,10,104000
170,178293654,普通洗练,2,7800
170,178293723,普通洗练,38,215800
170,178293752,普通洗练,17,110500
170,178293985,普通洗练,83,360100
170,178294003,普通洗练,3,19500
170,178294048,普通洗练,18,70200
170,178294151,普通洗练,10,39000
服务器id,玩家uid,操作项目,次数,总银币
172,180355461,普通洗练,22,77000
172,180355579,普通洗练,18,100800
172,180355606,普通洗练,71,738400
172,180357022,普通洗练,229,2213900
172,180357361,普通洗练,50,325000
172,180358908,普通洗练,27,151200
172,180359366,普通洗练,41,221000
172,180360581,普通洗练,11,49700
172,180361254,普通洗练,15,109200
172,180362874,普通洗练,66,317200
172,180372432,普通洗练,10,104000
172,180376018,普通洗练,24,156000
172,180381956,普通洗练,4,8400
172,180382565,普通洗练,50,325000
172,180383145,普通洗练,38,148200
服务器id,玩家uid,操作项目,次数,总银币
171,179307273,普通洗练,62,347200
171,179309628,普通洗练,50,277900
171,179314065,普通洗练,3,19500
171,179315024,普通洗练,2,11200
171,179315765,普通洗练,2,7800
171,179316232,普通洗练,9,58500
171,179316971,普通洗练,182,1892800
171,179318202,普通洗练,5,19500
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
166,174064731,普通洗练,11,42900
166,174065547,普通洗练,2,20800
166,174073519,普通洗练,5,32500
166,174073572,普通洗练,8,33800
166,174073791,普通洗练,1,3900
服务器id,玩家uid,操作项目,次数,总银币
165,173015149,普通洗练,59,330400
165,173016462,普通洗练,320,1613300
165,173017419,普通洗练,7,27500
165,173017486,普通洗练,7,72800
165,173018597,普通洗练,10,65000
165,173031025,普通洗练,20,165100
165,173031053,普通洗练,37,144300
165,173032009,普通洗练,69,717600
165,173038058,普通洗练,144,561600
165,173042181,普通洗练,9,58500
165,173042652,普通洗练,5,32500
165,173045581,普通洗练,3,14300
165,173045766,普通洗练,27,95200
165,173046925,普通洗练,32,294400
165,173047545,普通洗练,339,1839500
165,173053819,普通洗练,2,7800
165,173054817,普通洗练,41,426400
165,173057390,普通洗练,19,126100
165,173060143,普通洗练,10,39000
165,173062439,普通洗练,73,153300
165,173062551,普通洗练,36,269100
165,173063820,普通洗练,37,144300
165,173070771,普通洗练,1,6500
165,173070957,普通洗练,1,3900
165,173071932,普通洗练,3,11700
165,173072381,普通洗练,2,7800
服务器id,玩家uid,操作项目,次数,总银币
168,176160789,普通洗练,155,1007500
168,176162030,普通洗练,155,604500
服务器id,玩家uid,操作项目,次数,总银币
163,170918716,普通洗练,10,104000
163,170926006,普通洗练,12,78000
163,170937122,普通洗练,35,139100
163,170939347,普通洗练,1,3900
163,170943475,普通洗练,35,124600
163,170943704,普通洗练,1,10400
163,170944250,普通洗练,12,124800
163,170949737,普通洗练,20,208000
163,170955737,普通洗练,10,104000
163,170957046,普通洗练,23,149500
163,170960639,普通洗练,25,120900
163,170965485,普通洗练,13,50700
163,170966745,普通洗练,3,16800
163,170968521,普通洗练,153,646100
163,170970001,普通洗练,1,10400
163,170971768,普通洗练,12,78000
163,170974251,普通洗练,15,97500
163,170975194,普通洗练,3,19500
163,170976007,普通洗练,78,744900
163,170976946,普通洗练,6,33800
163,170978512,普通洗练,48,210600
163,170978953,普通洗练,2,7800
163,170978960,普通洗练,19,66500
163,170980837,普通洗练,6,23400
163,170981023,普通洗练,71,276900
163,170984365,普通洗练,16,62400
163,170984461,普通洗练,8,52000
163,170984951,普通洗练,1,3900
163,170985089,普通洗练,34,132600
163,170985478,普通洗练,17,35700
163,170985789,普通洗练,3,11700
163,170985963,普通洗练,5,19500
163,170986353,普通洗练,57,222300
163,170986607,普通洗练,16,62400
服务器id,玩家uid,操作项目,次数,总银币
164,171967866,普通洗练,30,123000
164,171969992,普通洗练,10,39000
164,171993137,普通洗练,30,288600
164,172005161,普通洗练,14,91000
164,172016669,普通洗练,12,67200
164,172018320,普通洗练,28,291200
164,172019194,普通洗练,100,390000
164,172019796,普通洗练,5,52000
164,172020788,普通洗练,7,72800
164,172030549,普通洗练,1,3900
164,172031178,普通洗练,16,33600
164,172031263,普通洗练,1,3900
164,172031923,普通洗练,10,39800
164,172032661,普通洗练,72,280800
164,172033557,普通洗练,4,15600
164,172035318,普通洗练,1,3900
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
161,168820896,普通洗练,10,56000
161,168820970,普通洗练,24,156000
161,168821234,普通洗练,3,16800
161,168825187,普通洗练,142,604100
服务器id,玩家uid,操作项目,次数,总银币
160,175115749,普通洗练,42,169000
160,175119858,普通洗练,3,31200
160,175124098,普通洗练,13,135200
160,175124251,普通洗练,4,15600
160,175125431,普通洗练,65,253500
160,175125463,普通洗练,11,38500
160,175126447,普通洗练,1,2100
160,177213829,普通洗练,100,704600
160,177216642,普通洗练,2,7800
160,177217243,普通洗练,124,483600
160,177217247,普通洗练,175,682500
服务器id,玩家uid,操作项目,次数,总银币
159,166725282,普通洗练,15,81900
159,166730928,普通洗练,26,101400
159,166732965,普通洗练,10,65000
159,166734660,普通洗练,5,52000
159,166736797,普通洗练,23,239200
服务器id,玩家uid,操作项目,次数,总银币
158,165675167,普通洗练,57,319200
158,165679287,普通洗练,92,475800
158,165682191,普通洗练,59,330400
158,165684690,普通洗练,29,97300
158,165686419,普通洗练,24,249600
服务器id,玩家uid,操作项目,次数,总银币
156,163577935,普通洗练,1,10400
156,163590022,普通洗练,10,104000
156,163590764,普通洗练,5,28000
156,163592013,普通洗练,1,6500
156,163592772,普通洗练,9,23300
156,163596329,普通洗练,18,187200
156,163603974,普通洗练,39,223200
156,163614872,普通洗练,1,6500
156,163616893,普通洗练,18,117000
156,163633005,普通洗练,64,134400
156,163633534,普通洗练,3,19500
服务器id,玩家uid,操作项目,次数,总银币
153,160433847,普通洗练,3,16800
153,160434630,普通洗练,33,161700
153,160435067,普通洗练,48,275600
153,160435632,普通洗练,49,171500
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
152,159385162,普通洗练,5,52000
152,159385803,普通洗练,14,78400
152,159387995,普通洗练,37,384800
152,159393047,普通洗练,32,124800
152,159395951,普通洗练,67,681200
152,159412885,普通洗练,39,253500
152,159416719,普通洗练,13,127400
152,159417913,普通洗练,10,65000
152,159425240,普通洗练,263,1283500
152,159428201,普通洗练,15,97500
152,159431887,普通洗练,1,3900
152,159432384,普通洗练,38,148200
152,159433152,普通洗练,6,12600
152,159433269,普通洗练,3,19500
服务器id,玩家uid,操作项目,次数,总银币
149,156238623,普通洗练,1,10400
149,156239529,普通洗练,9,93600
149,156245712,普通洗练,237,1848600
149,156249666,普通洗练,3,31200
149,156252673,普通洗练,16,89600
149,156262996,普通洗练,85,552500
149,156266420,普通洗练,18,70200
149,156268006,普通洗练,1,10400
149,156269295,普通洗练,145,946400
149,156271881,普通洗练,6,33600
149,156282139,普通洗练,37,384800
149,156283736,普通洗练,3,19500
149,156283782,普通洗练,6,23400
服务器id,玩家uid,操作项目,次数,总银币
151,158335277,普通洗练,13,72800
151,158335698,普通洗练,2,7800
151,158335718,普通洗练,41,229600
151,158336053,普通洗练,2,13000
151,158339762,普通洗练,7,24500
151,158351935,普通洗练,10,104000
151,158354190,普通洗练,1,6500
151,158356060,普通洗练,6,62400
151,158370602,普通洗练,51,198900
服务器id,玩家uid,操作项目,次数,总银币
150,157286552,普通洗练,1,10400
150,157288655,普通洗练,1,10400
150,157290604,普通洗练,74,769600
服务器id,玩家uid,操作项目,次数,总银币
157,164626722,普通洗练,188,1955200
157,164627307,普通洗练,18,100800
157,164636064,普通洗练,6,62400
157,164640068,普通洗练,17,66300
157,164644523,普通洗练,110,429000
157,164651075,普通洗练,5,52000
157,164658362,普通洗练,20,208000
157,164659064,普通洗练,8,31200
157,164663526,普通洗练,1,3500
157,164663599,普通洗练,2,20800
157,164671327,普通洗练,10,35000
157,164673407,普通洗练,34,132600
服务器id,玩家uid,操作项目,次数,总银币
145,152043621,普通洗练,57,319200
145,152044999,普通洗练,10,39000
145,152047889,普通洗练,61,396500
145,152051082,普通洗练,29,113100
服务器id,玩家uid,操作项目,次数,总银币
147,154148055,普通洗练,123,1279200
147,154148263,普通洗练,6,12600
147,154148538,普通洗练,12,124800
147,154154519,普通洗练,2,20800
147,154160545,普通洗练,30,117000
147,154163820,普通洗练,63,245700
147,162529298,普通洗练,434,4513600
147,162536655,普通洗练,35,364000
147,162539517,普通洗练,1,3900
147,169878208,普通洗练,36,343200
147,169881227,普通洗练,60,234000
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
142,148898543,普通洗练,70,411200
142,148900883,普通洗练,78,635700
142,148901636,普通洗练,6,39000
142,148907266,普通洗练,8,83200
142,148915956,普通洗练,20,208000
142,148932761,普通洗练,27,280800
142,148936736,普通洗练,14,78400
142,148941955,普通洗练,156,1014000
142,148942438,普通洗练,34,287300
142,148951961,普通洗练,27,105300
142,148952519,普通洗练,74,155400
142,148952601,普通洗练,6,39000
142,148952658,普通洗练,24,156000
142,148953019,普通洗练,26,101400
142,148953020,普通洗练,46,179400
服务器id,玩家uid,操作项目,次数,总银币
146,153097054,普通洗练,1,5600
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
143,149990179,普通洗练,52,443300
143,149990379,普通洗练,8,52000
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
139,145760697,普通洗练,33,128700
服务器id,玩家uid,操作项目,次数,总银币
138,144703555,普通洗练,2,20800
138,144703781,普通洗练,33,339300
138,144704339,普通洗练,9,58500
138,144708077,普通洗练,7,72800
138,144708373,普通洗练,1,10400
138,144711092,普通洗练,29,301600
138,144712366,普通洗练,8,83200
138,144715800,普通洗练,8,83200
138,144719273,普通洗练,119,682500
138,144725116,普通洗练,43,327600
138,144733282,普通洗练,96,537600
138,144738187,普通洗练,230,1414400
138,144745915,普通洗练,11,38500
138,144747017,普通洗练,19,197600
138,144748145,普通洗练,3,11700
138,144748189,普通洗练,4,15600
服务器id,玩家uid,操作项目,次数,总银币
137,143660714,普通洗练,158,1058200
137,143666415,普通洗练,90,504000
服务器id,玩家uid,操作项目,次数,总银币
136,142607632,普通洗练,53,217100
136,142610677,普通洗练,1,10400
136,142612611,普通洗练,4,41600
136,142626054,普通洗练,12,124800
136,142631985,普通洗练,26,142000
136,142633289,普通洗练,32,332800
136,142648774,普通洗练,1,6500
136,142673419,普通洗练,80,312000
136,142673438,普通洗练,4,15600
136,142673458,普通洗练,8,31200
136,155189429,普通洗练,4,22400
136,155190936,普通洗练,15,156000
136,155191149,普通洗练,3,11700
136,155191605,普通洗练,3,19500
136,155202850,普通洗练,19,106400
136,155214823,普通洗练,30,159000
136,155216527,普通洗练,67,347100
136,155223328,普通洗练,212,1043000
136,155225599,普通洗练,11,114400
136,155228592,普通洗练,8,44800
136,155229573,普通洗练,138,897000
136,155233820,普通洗练,1,6500
136,155238599,普通洗练,37,207200
136,155240983,普通洗练,3,31200
136,155241492,普通洗练,26,145600
136,155242334,普通洗练,4,15600
136,155243251,普通洗练,98,316400
136,155245559,普通洗练,9,50400
136,155248507,普通洗练,2,7800
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
134,140518414,普通洗练,1,3900
服务器id,玩家uid,操作项目,次数,总银币
132,138412160,普通洗练,44,457600
132,138413793,普通洗练,6,39000
132,138414135,普通洗练,109,1067300
132,138414942,普通洗练,3,31200
132,138416081,普通洗练,46,257600
132,138419211,普通洗练,21,218400
132,138421489,普通洗练,12,78000
132,138430026,普通洗练,2,13000
132,138430184,普通洗练,27,105300
服务器id,玩家uid,操作项目,次数,总银币
130,136315135,普通洗练,7,72800
130,136315904,普通洗练,103,576800
130,136316403,普通洗练,97,872300
130,136320594,普通洗练,33,214500
130,136323792,普通洗练,10,104000
130,136323811,普通洗练,11,71500
130,136323906,普通洗练,43,167700
130,136323991,普通洗练,47,183300
服务器id,玩家uid,操作项目,次数,总银币
131,137363870,普通洗练,26,270400
131,137366513,普通洗练,6,62400
131,137370220,普通洗练,11,114400
131,137379597,普通洗练,1,5600
131,137382990,普通洗练,10,104000
131,137383073,普通洗练,21,218400
131,137385739,普通洗练,7,72800
131,137394355,普通洗练,15,156000
131,137395800,普通洗练,56,582400
131,137398579,普通洗练,2,20800
131,137405133,普通洗练,6,23400
服务器id,玩家uid,操作项目,次数,总银币
128,134217988,普通洗练,57,300300
128,134221130,普通洗练,28,291200
128,134221633,普通洗练,8,83200
128,134221847,普通洗练,7,39200
128,134226021,普通洗练,48,268800
128,134235312,普通洗练,2,11200
服务器id,玩家uid,操作项目,次数,总银币
125,131072566,普通洗练,17,110500
125,131073173,普通洗练,2,13000
服务器id,玩家uid,操作项目,次数,总银币
124,130025343,普通洗练,2,13000
124,130037693,普通洗练,18,100800
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
127,133180936,普通洗练,22,228800
127,139460985,普通洗练,40,314600
127,139491761,普通洗练,10,65000
127,146800649,普通洗练,44,457600
127,146814029,普通洗练,18,70200
127,146817481,普通洗练,110,1144000
127,146818990,普通洗练,38,187200
127,146830468,普通洗练,12,124800
服务器id,玩家uid,操作项目,次数,总银币
126,132120689,普通洗练,23,239200
126,132121046,普通洗练,1,10400
126,132125183,普通洗练,5,52000
126,132127447,普通洗练,2,20800
126,132132375,普通洗练,119,518700
126,132133421,普通洗练,59,230100
126,132135135,普通洗练,65,253500
126,132136200,普通洗练,106,512200
126,132141433,普通洗练,20,78000
126,132143282,普通洗练,8,83200
126,132152171,普通洗练,34,145600
126,132155742,普通洗练,60,382200
126,132166522,普通洗练,53,296800
126,132167096,普通洗练,61,151900
126,132167863,普通洗练,2,20800
126,132168929,普通洗练,21,218400
126,132173132,普通洗练,6,23400
126,132173603,普通洗练,41,159900
126,132173698,普通洗练,44,171600
126,132173708,普通洗练,18,70200
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
122,127956755,普通洗练,5,21000
122,127959287,普通洗练,114,553800
122,127965211,普通洗练,82,852800
122,127968356,普通洗练,41,159900
122,127969419,普通洗练,35,149800
122,127973654,普通洗练,8,31200
122,127974621,普通洗练,96,516600
122,127977092,普通洗练,11,42900
122,135267010,普通洗练,11,114400
122,135269782,普通洗练,138,628200
122,135272019,普通洗练,112,767000
122,135299773,普通洗练,11,114400
122,135301896,普通洗练,8,83200
122,135320834,普通洗练,49,318500
122,135327121,普通洗练,52,168700
122,135327714,普通洗练,58,226200
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
120,125829463,普通洗练,4,41600
120,125841220,普通洗练,13,50700
120,125853461,普通洗练,4,41600
120,125864717,普通洗练,21,81900
120,125867076,普通洗练,36,312000
120,125889819,普通洗练,53,276900
120,125896002,普通洗练,1,6500
